pokedex_number,variant,name,hp,attack,defense,sp_attack,sp_defense,speed,abilities,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fight,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy,classification,type1,type2,height_m,weight_kg,percentage_male,is_legendary,generation
313,,Volbeat,65,73,75,47,85,85,"['Illuminate', 'Swarm', 'Prankster']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,Firefly Pokemon,bug,,0.7,17.7,100,0,3
314,,Illumise,65,47,75,73,85,85,"['Oblivious', 'Tinted Lens', 'Prankster']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,Firefly Pokemon,bug,,0.6,17.7,0,0,3
315,,Roselia,50,60,45,100,80,65,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,Thorn Pokemon,grass,poison,0.3,2,50,0,3
316,,Gulpin,70,43,53,43,53,40,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,Stomach Pokemon,poison,,0.4,10.3,50,0,3
317,,Swalot,100,73,83,73,83,55,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,Poison Bag Pokemon,poison,,1.7,80,50,0,3
318,,Carvanha,45,90,20,65,20,65,"['Rough Skin', 'Speed Boost']",1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,Savage Pokemon,water,dark,0.8,20.8,50,0,3
319,,Sharpedo,70,120,40,95,40,95,"['Rough Skin', 'Speed Boost']",1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,Brutal Pokemon,water,dark,1.8,88.8,50,0,3
319,mega,Sharpedo,70,140,70,110,65,105,['Strong Jaw'],1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,Brutal Pokemon,water,dark,2.5,130.3,50,0,6
320,,Wailmer,130,70,35,70,35,60,"['Water Veil', 'Oblivious', 'Pressure']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Ball Whale Pokemon,water,,2,130,50,0,3
321,,Wailord,170,90,45,90,45,60,"['Water Veil', 'Oblivious', 'Pressure']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Float Whale Pokemon,water,,14.5,398,50,0,3
322,,Numel,60,60,40,65,45,35,"['Oblivious', 'Simple', 'Own Tempo']",1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,Numb Pokemon,fire,ground,0.7,24,50,0,3
323,,Camerupt,70,100,70,105,75,40,"['Magma Armor', 'Solid Rock', 'Anger Point']",1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,Eruption Pokemon,fire,ground,1.9,220,50,0,3
323,mega,Camerupt,70,120,100,145,105,20,['Sheer Force'],1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,Eruption Pokemon,fire,ground,2.5,320.5,50,0,6
324,,Torkoal,70,85,140,85,70,20,"['White Smoke', 'Drought', 'Shell Armor']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Coal Pokemon,fire,,0.5,80.4,50,0,3
325,,Spoink,60,25,35,70,80,60,"['Thick Fat', 'Own Tempo', 'Gluttony']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Bounce Pokemon,psychic,,0.7,30.6,50,0,3
326,,Grumpig,80,45,65,90,110,80,"['Thick Fat', 'Own Tempo', 'Gluttony']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Manipulate Pokemon,psychic,,0.9,71.5,50,0,3
327,,Spinda,60,60,60,60,60,60,"['Own Tempo', 'Tangled Feet', 'Contrary']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Spot Panda Pokemon,normal,,1.1,5,50,0,3
328,,Trapinch,45,100,45,45,45,10,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,Ant Pit Pokemon,ground,,0.7,15,50,0,3
329,,Vibrava,50,70,50,50,50,70,['Levitate'],1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,Vibration Pokemon,ground,dragon,1.1,15.3,50,0,3
330,,Flygon,80,100,80,80,80,100,['Levitate'],1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,Mystic Pokemon,ground,dragon,2,82,50,0,3
331,,Cacnea,50,85,40,85,40,35,"['Sand Veil', 'Water Absorb']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Cactus Pokemon,grass,,0.4,51.3,50,0,3
332,,Cacturne,70,115,60,115,60,55,"['Sand Veil', 'Water Absorb']",1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,Scarecrow Pokemon,grass,dark,1.3,77.4,50,0,3
333,,Swablu,45,40,60,40,75,50,"['Natural Cure', 'Cloud Nine']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Cotton Bird Pokemon,normal,flying,0.4,1.2,50,0,3
334,,Altaria,75,70,90,70,105,80,"['Natural Cure', 'Cloud Nine']",1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,Humming Pokemon,dragon,flying,1.1,20.6,50,0,3
334,mega,Altaria,75,110,110,110,105,80,['Pixilate'],1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2,Humming Pokemon,dragon,fairy,1.5,20.6,50,0,6
335,,Zangoose,73,115,60,60,60,90,"['Immunity', 'Toxic Boost']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Cat Ferret Pokemon,normal,,1.3,40.3,50,0,3
336,,Seviper,73,100,60,100,60,65,"['Shed Skin', 'Infiltrator']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,Fang Snake Pokemon,poison,,2.7,52.5,50,0,3
337,,Lunatone,90,55,65,95,85,70,['Levitate'],0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1,Meteorite Pokemon,rock,psychic,1,168,,0,3
338,,Solrock,90,95,85,55,65,70,['Levitate'],0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1,Meteorite Pokemon,rock,psychic,1.2,154,,0,3
339,,Barboach,50,48,43,46,41,60,"['Oblivious', 'Anticipation', 'Hydration']",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,Whiskers Pokemon,water,ground,0.4,1.9,50,0,3
340,,Whiscash,110,78,73,76,71,60,"['Oblivious', 'Anticipation', 'Hydration']",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,Whiskers Pokemon,water,ground,0.9,23.6,50,0,3
341,,Corphish,43,80,65,50,35,35,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Ruffian Pokemon,water,,0.6,11.5,50,0,3
342,,Crawdaunt,63,120,85,90,55,55,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,Rogue Pokemon,water,dark,1.1,32.8,50,0,3
343,,Baltoy,40,40,55,40,70,55,['Levitate'],1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,Clay Doll Pokemon,ground,psychic,0.5,21.5,,0,3
344,,Claydol,60,70,105,70,120,75,['Levitate'],1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,Clay Doll Pokemon,ground,psychic,1.5,108,,0,3
345,,Lileep,66,41,77,61,87,23,"['Suction Cups', 'Storm Drain']",0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,Sea Lily Pokemon,rock,grass,1,23.8,88.1,0,3
346,,Cradily,86,81,97,81,107,43,"['Suction Cups', 'Storm Drain']",0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,Barnacle Pokemon,rock,grass,1.5,60.4,88.1,0,3
347,,Anorith,45,95,50,40,50,75,"['Battle Armor', 'Swift Swim']",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,Old Shrimp Pokemon,rock,bug,0.7,12.5,88.1,0,3
348,,Armaldo,75,125,100,70,80,45,"['Battle Armor', 'Swift Swim']",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,Plate Pokemon,rock,bug,1.5,68.2,88.1,0,3
349,,Feebas,20,15,20,10,55,80,"['Swift Swim', 'Oblivious', 'Adaptability']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Fish Pokemon,water,,0.6,7.4,50,0,3
350,,Milotic,95,60,79,100,125,81,"['Marvel Scale', 'Competitive', 'Cute Charm']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Tender Pokemon,water,,6.2,162,50,0,3
351,,Castform,70,70,70,70,70,70,['Forecast'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Weather Pokemon,normal,,0.3,0.8,50,0,3
351,sunny,Castform,70,70,70,70,70,70,['Forecast'],1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Weather Pokemon,fire,,0.3,0.8,50,0,3
351,rainy,Castform,70,70,70,70,70,70,['Forecast'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Weather Pokemon,water,,0.3,0.8,50,0,3
351,snowy,Castform,70,70,70,70,70,70,['Forecast'],1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Weather Pokemon,ice,,0.3,0.8,50,0,3
352,,Kecleon,60,90,70,60,120,40,"['Color Change', 'Protean']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Color Swap Pokemon,normal,,1,22,50,0,3
353,,Shuppet,44,75,35,63,33,45,"['Insomnia', 'Frisk', 'Cursed Body']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,Puppet Pokemon,ghost,,0.6,2.3,50,0,3
354,,Banette,64,115,65,83,63,65,"['Insomnia', 'Frisk', 'Cursed Body']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,Marionette Pokemon,ghost,,1.1,12.5,50,0,3
354,mega,Banette,64,165,75,93,83,75,['Prankster'],0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,Marionette Pokemon,ghost,,1.2,13,50,0,6
355,,Duskull,20,40,90,30,90,25,"['Levitate', 'Frisk']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,Requiem Pokemon,ghost,,0.8,15,50,0,3
356,,Dusclops,40,70,130,60,130,25,"['Pressure', 'Frisk']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,Beckon Pokemon,ghost,,1.6,30.6,50,0,3
357,,Tropius,99,68,83,72,87,51,"['Chlorophyll', 'Solar Power', 'Harvest']",1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,Fruit Pokemon,grass,flying,2,100,50,0,3
358,,Chimecho,75,50,80,95,90,65,['Levitate'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Wind Chime Pokemon,psychic,,0.6,1,50,0,3
359,,Absol,65,130,60,75,60,75,"['Pressure', 'Super Luck', 'Justified']",1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,Disaster Pokemon,dark,,1.2,47,50,0,3
359,mega,Absol,65,150,60,115,60,115,['Magic Bounce'],1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,Disaster Pokemon,dark,,1.2,49,50,0,6
360,,Wynaut,95,23,48,23,48,23,"['Shadow Tag', 'Telepathy']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Bright Pokemon,psychic,,0.6,14,50,0,3
361,,Snorunt,50,50,50,50,50,50,"['Inner Focus', 'Ice Body', 'Moody']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Snow Hat Pokemon,ice,,0.7,16.8,50,0,3
362,,Glalie,80,80,80,80,80,80,"['Inner Focus', 'Ice Body', 'Moody']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Face Pokemon,ice,,1.5,256.5,50,0,3
362,mega,Glalie,80,120,80,120,80,100,['Refrigerate'],1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Face Pokemon,ice,,2.1,350.2,50,0,6
363,,Spheal,70,40,50,55,50,25,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,Clap Pokemon,ice,water,0.8,39.5,50,0,3
364,,Sealeo,90,60,70,75,70,45,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,Ball Roll Pokemon,ice,water,1.1,87.6,50,0,3
365,,Walrein,110,80,90,95,90,65,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,Ice Break Pokemon,ice,water,1.4,150.6,50,0,3
366,,Clamperl,35,64,85,74,55,32,"['Shell Armor', 'Rattled']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Bivalve Pokemon,water,,0.4,52.5,50,0,3
367,,Huntail,55,104,105,94,75,52,"['Swift Swim', 'Water Veil']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Deep Sea Pokemon,water,,1.7,27,50,0,3
368,,Gorebyss,55,84,105,114,75,52,"['Swift Swim', 'Hydration']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,South Sea Pokemon,water,,1.8,22.6,50,0,3
369,,Relicanth,100,90,130,45,65,55,"['Swift Swim', 'Rock Head', 'Sturdy']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,Longevity Pokemon,water,rock,1,23.4,88.1,0,3
370,,Luvdisc,43,30,55,40,65,97,"['Swift Swim', 'Hydration']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Rendezvous Pokemon,water,,0.6,8.7,24.6,0,3
371,,Bagon,45,75,60,40,30,50,"['Rock Head', 'Sheer Force']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,Rock Head Pokemon,dragon,,0.6,42.1,50,0,3
372,,Shelgon,65,95,100,60,50,50,"['Rock Head', 'Overcoat']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,Endurance Pokemon,dragon,,1.1,110.5,50,0,3
373,,Salamence,95,135,80,110,80,100,"['Intimidate', 'Moxie']",1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,Dragon Pokemon,dragon,flying,1.5,102.6,50,0,3
373,mega,Salamence,95,145,130,120,90,120,['Aerilate'],1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,Dragon Pokemon,dragon,flying,1.8,112.6,50,0,6
374,,Beldum,40,55,80,35,60,30,"['Clear Body', 'Light Metal']",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,Iron Ball Pokemon,steel,psychic,0.6,95.2,,0,3
375,,Metang,60,75,100,55,80,50,"['Clear Body', 'Light Metal']",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,Iron Claw Pokemon,steel,psychic,1.2,202.5,,0,3
376,,Metagross,80,135,130,95,90,70,"['Clear Body', 'Light Metal']",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,Iron Leg Pokemon,steel,psychic,1.6,550,,0,3
376,mega,Metagross,80,145,150,105,110,110,['Tough Claws'],0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,Iron Leg Pokemon,steel,psychic,2.5,942.9,,0,6
377,,Regirock,80,100,200,50,100,50,"['Clear Body', 'Sturdy']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Rock Peak Pokemon,rock,,1.7,230,,1,3
378,,Regice,80,50,100,100,200,50,"['Clear Body', 'Ice Body']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Iceberg Pokemon,ice,,1.8,175,,1,3
379,,Registeel,80,75,150,75,150,50,"['Clear Body', 'Light Metal']",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,Iron Pokemon,steel,,1.9,205,,1,3
380,,Latias,80,80,90,110,130,110,['Levitate'],1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,Eon Pokemon,dragon,psychic,1.4,40,0,1,3
380,mega,Latias,80,100,120,140,150,110,['Levitate'],1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,Eon Pokemon,dragon,psychic,1.8,52,0,1,6
381,,Latios,80,90,80,130,110,110,['Levitate'],1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,Eon Pokemon,dragon,psychic,2,60,100,1,3
381,mega,Latios,80,130,100,160,120,110,['Levitate'],1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,Eon Pokemon,dragon,psychic,2.3,70,100,1,6
382,,Kyogre,100,100,90,150,140,90,['Drizzle'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Sea Basin Pokemon,water,,4.5,352,,1,3
382,primal,Kyogre,100,150,90,180,160,90,['Primordial Sea'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Sea Basin Pokemon,water,,9.8,430,,1,4
383,,Groudon,100,150,140,100,90,90,['Drought'],1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,Continent Pokemon,ground,,3.5,950,,1,3
383,primal,Groudon,100,180,160,150,90,90,['Desolate Land'],1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,Continent Pokemon,ground,fire,5,999.7,,1,4
384,,Rayquaza,105,150,90,150,90,95,['Air Lock'],1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,Sky High Pokemon,dragon,flying,7,206.5,,1,3
384,mega,Rayquaza,105,180,100,180,100,115,['Delta Stream'],1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,Sky High Pokemon,dragon,flying,10.8,392,,1,6
385,,Jirachi,100,100,100,100,100,100,['Serene Grace'],0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,Wish Pokemon,steel,psychic,0.3,1.1,,1,3
386,,Deoxys,50,150,50,150,50,150,['Pressure'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,DNA Pokemon,psychic,,1.7,60.8,,1,3
386,attack,Deoxys,50,180,20,180,20,150,['Pressure'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,DNA Pokemon,psychic,,1.7,60.8,,1,3
386,defense,Deoxys,50,70,160,70,160,90,['Pressure'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,DNA Pokemon,psychic,,1.7,60.8,,1,3
386,speed,Deoxys,50,95,90,95,90,180,['Pressure'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,DNA Pokemon,psychic,,1.7,60.8,,1,3
387,,Turtwig,55,68,64,45,55,31,"['Overgrow', 'Shell Armor']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Tiny Leaf Pokemon,grass,,0.4,10.2,88.1,0,4
388,,Grotle,75,89,85,55,65,36,"['Overgrow', 'Shell Armor']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Grove Pokemon,grass,,1.1,97,88.1,0,4
389,,Torterra,95,109,105,75,85,56,"['Overgrow', 'Shell Armor']",1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1,Continent Pokemon,grass,ground,2.2,310,88.1,0,4
390,,Chimchar,44,58,44,58,44,61,"['Blaze', 'Iron Fist']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Chimp Pokemon,fire,,0.5,6.2,88.1,0,4
391,,Monferno,64,78,52,78,52,81,"['Blaze', 'Iron Fist']",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,Playful Pokemon,fire,fighting,0.9,22,88.1,0,4
392,,Infernape,76,104,71,104,71,108,"['Blaze', 'Iron Fist']",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,Flame Pokemon,fire,fighting,1.2,55,88.1,0,4
393,,Piplup,53,51,53,61,56,40,"['Torrent', 'Defiant']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Penguin Pokemon,water,,0.4,5.2,88.1,0,4
394,,Prinplup,64,66,68,81,76,50,"['Torrent', 'Defiant']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Penguin Pokemon,water,,0.8,23,88.1,0,4
395,,Empoleon,84,86,88,111,101,60,"['Torrent', 'Defiant']",0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5,Emperor Pokemon,water,steel,1.7,84.5,88.1,0,4
396,,Starly,40,55,30,30,30,60,"['Keen Eye', 'Reckless']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Starling Pokemon,normal,flying,0.3,2,50,0,4
397,,Staravia,55,75,50,40,40,80,"['Intimidate', 'Reckless']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Starling Pokemon,normal,flying,0.6,15.5,50,0,4
398,,Staraptor,85,120,70,50,60,100,"['Intimidate', 'Reckless']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Predator Pokemon,normal,flying,1.2,24.9,50,0,4
399,,Bidoof,59,45,40,35,40,31,"['Simple', 'Unaware', 'Moody']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Plump Mouse Pokemon,normal,,0.5,20,50,0,4
400,,Bibarel,79,85,60,55,60,71,"['Simple', 'Unaware', 'Moody']",1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1,Beaver Pokemon,normal,water,1,31.5,50,0,4
401,,Kricketot,37,25,41,25,41,25,"['Shed Skin', 'Run Away']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,Cricket Pokemon,bug,,0.3,2.2,50,0,4
402,,Kricketune,77,85,51,55,51,65,"['Swarm', 'Technician']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,Cricket Pokemon,bug,,1,25.5,50,0,4
403,,Shinx,45,65,34,40,34,45,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,Flash Pokemon,electric,,0.5,9.5,50,0,4
404,,Luxio,60,85,49,60,49,60,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,Spark Pokemon,electric,,0.9,30.5,50,0,4
405,,Luxray,80,120,79,95,79,70,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,Gleam Eyes Pokemon,electric,,1.4,42,50,0,4
406,,Budew,40,30,35,50,70,55,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,Bud Pokemon,grass,poison,0.2,1.2,50,0,4
407,,Roserade,60,70,65,125,105,90,"['Natural Cure', 'Poison Point', 'Technician']",1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,Bouquet Pokemon,grass,poison,0.9,14.5,50,0,4
408,,Cranidos,67,125,40,30,30,58,"['Mold Breaker', 'Sheer Force']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Head Butt Pokemon,rock,,0.9,31.5,88.1,0,4
409,,Rampardos,97,165,60,65,50,58,"['Mold Breaker', 'Sheer Force']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,Head Butt Pokemon,rock,,1.6,102.5,88.1,0,4
410,,Shieldon,30,42,118,42,88,30,"['Sturdy', 'Soundproof']",0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,Shield Pokemon,rock,steel,0.5,57,88.1,0,4
411,,Bastiodon,60,52,168,47,138,30,"['Sturdy', 'Soundproof']",0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,Shield Pokemon,rock,steel,1.3,149.5,88.1,0,4
412,,Burmy,40,29,45,29,45,36,"['Shed Skin', 'Overcoat']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,Bagworm Pokemon,bug,,0.2,3.4,50,0,4
413,plant,Wormadam,60,59,85,79,105,36,"['Anticipation', 'Overcoat']",1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,Bagworm Pokemon,bug,grass,0.5,6.5,0,0,4
413,sandy,Wormadam,60,79,105,59,85,36,"['Anticipation', 'Overcoat']",1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,Bagworm Pokemon,bug,ground,0.5,6.5,0,0,4
413,trash,Wormadam,60,69,95,69,95,36,"['Anticipation', 'Overcoat']",0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,Bagworm Pokemon,bug,steel,0.5,6.5,0,0,4
414,,Mothim,70,94,50,94,50,66,"['Swarm', 'Tinted Lens']",1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,Moth Pokemon,bug,flying,0.9,23.3,100,0,4
415,,Combee,30,30,42,30,42,70,"['Honey Gather', 'Hustle']",1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,Tiny Bee Pokemon,bug,flying,0.3,5.5,88.1,0,4
416,,Vespiquen,70,80,102,80,102,40,"['Pressure', 'Unnerve']",1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,Beehive Pokemon,bug,flying,1.2,38.5,0,0,4
