pokedex_id;variant;name;hp;attack;defense;sp_attack;sp_defense;speed;abilities;taken_normal;taken_fire;taken_water;taken_electric;taken_grass;taken_ice;taken_fight;taken_poison;taken_ground;taken_flying;taken_psychic;taken_bug;taken_rock;taken_ghost;taken_dragon;taken_dark;taken_steel;taken_fairy;classification;type1;type2;height_m;weight_kg;percentage_male;is_legendary;generation;catch_rate;moves
644;;Zekrom;100;150;120;120;100;90;['Teravolt'];1;0.5;0.5;0.25;0.5;2;1;1;2;0.5;1;1;1;1;2;1;0.5;2;Deep Black Pokemon;dragon;electric;2.9;345;;1;5;5;['Dragon Rage', 'Dragon Claw', 'Thunder', 'Ancient Power', 'Crunch', 'Bolt Strike', 'Slash', 'Zen Headbutt', 'Thunder Fang', 'Thunderbolt', 'Outrage', 'Fusion Bolt', 'Dragon Breath', 'Hyper Voice']
645;incarnate;Landorus;89;125;90;115;80;101;['Sand Force', 'Sheer Force'];1;1;2;0;1;4;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;Abundance Pokemon;ground;flying;1.5;68;100;1;5;10;['Extrasensory', 'Fissure', 'Rock Slide', 'Punishment', 'Earthquake', 'Earth Power', 'Mud Shot', 'Rock Tomb', 'Outrage', 'Bulldoze', 'Stone Edge', 'Rock Throw', 'Hammer Arm']
645;therian;Landorus;89;145;90;105;80;91;['Intimidate'];1;1;2;0;1;4;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;Abundance Pokemon;ground;flying;1.5;68;100;1;5;10;['Extrasensory', 'Fissure', 'Rock Slide', 'Punishment', 'Earthquake', 'Earth Power', 'Mud Shot', 'Rock Tomb', 'Outrage', 'Bulldoze', 'Stone Edge', 'Rock Throw', 'Hammer Arm']
646;;Kyurem;125;130;90;130;90;95;['Pressure'];1;1;0.5;0.5;0.5;1;2;1;1;1;1;1;2;1;2;1;2;2;Boundary Pokemon;dragon;ice;3;325;;1;5;10;['Dragon Pulse', 'Icy Wind', 'Dragon Rage', 'Ancient Power', 'Endeavor', 'Blizzard', 'Slash', 'Outrage', 'Ice Beam', 'Dragon Breath', 'Hyper Voice', 'Glaciate']
646;black;Kyurem;125;170;100;120;90;95;['Teravolt'];1;1;0.5;0.5;0.5;1;2;1;1;1;1;1;2;1;2;1;2;2;Boundary Pokemon;dragon;ice;3;325;;1;5;5;['Dragon Pulse', 'Icy Wind', 'Dragon Rage', 'Ancient Power', 'Endeavor', 'Blizzard', 'Slash', 'Outrage', 'Fusion Bolt', 'Ice Beam', 'Hyper Voice', 'Dragon Breath', 'Freeze Shock']
646;white;Kyurem;125;120;90;170;100;95;['Turboblaze'];1;1;0.5;0.5;0.5;1;2;1;1;1;1;1;2;1;2;1;2;2;Boundary Pokemon;dragon;ice;3;325;;1;5;5;['Ice Burn', 'Dragon Pulse', 'Icy Wind', 'Dragon Rage', 'Ancient Power', 'Endeavor', 'Blizzard', 'Slash', 'Fusion Flare', 'Outrage', 'Ice Beam', 'Dragon Breath', 'Hyper Voice']
647;;Keldeo;91;72;90;129;90;108;['Justified'];1;0.5;0.5;2;2;0.5;1;1;1;2;2;0.5;0.5;1;1;0.5;0.5;2;Colt Pokemon;water;fighting;1.4;48.5;;1;5;30;['Double Kick', 'Retaliate', 'Aqua Tail', 'Sacred Sword', 'Hydro Pump', 'Close Combat', 'Take Down', 'Bubble Beam', 'Aqua Jet']
648;aria;Meloetta;100;77;77;128;128;90;['Serene Grace'];1;1;1;1;1;1;1;1;1;1;0.5;2;1;0;1;2;1;1;Melody Pokemon;normal;psychic;0.6;6.5;;1;5;25;['Wake-Up Slap', 'U-turn', 'Echoed Voice', 'Close Combat', 'Round', 'Psychic', 'Psybeam', 'Acrobatics', 'Confusion', 'Quick Attack', 'Hyper Voice']
648;pirouette;Meloetta;100;128;90;77;77;128;['Serene Grace'];1;1;1;1;1;1;2;1;1;2;2;0.5;0.5;0;1;0.5;1;2;Melody Pokemon;normal;fighting;0.6;6.5;;1;5;25;['Wake-Up Slap', 'U-turn', 'Echoed Voice', 'Close Combat', 'Round', 'Psychic', 'Psybeam', 'Acrobatics', 'Confusion', 'Quick Attack', 'Hyper Voice']
649;;Genesect;71;120;95;120;95;99;['Download'];0.5;4;1;1;0.25;0.5;1;0;1;1;0.5;0.5;1;1;0.5;1;0.5;0.5;Paleozoic Pokemon;bug;steel;1.5;82.5;;1;5;25;['Metal Claw', 'Signal Beam', 'Self-Destruct', 'Tri Attack', 'Zap Cannon', 'Fell Stinger', 'Flame Charge', 'Magnet Bomb', 'Techno Blast', 'Slash', 'Fury Cutter', 'Hyper Beam', 'Quick Attack', 'X-Scissor', 'Bug Buzz']
650;;Chespin;56;61;65;48;45;38;['Overgrow', 'Bulletproof'];1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1;Spiky Nut Pokemon;grass;;0.4;9;88.1;0;6;210;['Seed Bomb', 'Wood Hammer', 'Pin Missile', 'Bite', 'Body Slam', 'Mud Shot', 'Vine Whip', 'Take Down', 'Rollout']
651;;Quilladin;61;78;95;56;58;57;['Overgrow', 'Bulletproof'];1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1;Spiny Armor Pokemon;grass;;0.7;29;88.1;0;6;165;['Seed Bomb', 'Needle Arm', 'Wood Hammer', 'Pin Missile', 'Bite', 'Body Slam', 'Mud Shot', 'Vine Whip', 'Take Down', 'Rollout']
652;;Chesnaught;88;107;122;74;75;64;['Overgrow', 'Bulletproof'];1;2;0.5;0.5;0.5;2;1;2;0.5;4;2;1;0.5;1;1;0.5;1;2;Spiny Armor Pokemon;grass;fighting;1.6;90;88.1;0;6;55;['Seed Bomb', 'Needle Arm', 'Wood Hammer', 'Giga Impact', 'Pin Missile', 'Bite', 'Body Slam', 'Tackle', 'Mud Shot', 'Vine Whip', 'Take Down', 'Hammer Arm', 'Feint', 'Rollout']
653;;Fennekin;40;45;40;62;60;60;['Blaze', 'Magician'];1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5;Fox Pokemon;fire;;0.4;9.4;88.1;0;6;215;['Fire Spin', 'Flame Charge', 'Ember', 'Psybeam', 'Psychic', 'Fire Blast', 'Psyshock', 'Flamethrower', 'Scratch']
654;;Braixen;59;59;58;90;70;73;['Blaze', 'Magician'];1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5;Fox Pokemon;fire;;1;14.5;88.1;0;6;165;['Fire Spin', 'Flame Charge', 'Ember', 'Psybeam', 'Psychic', 'Fire Blast', 'Psyshock', 'Flamethrower', 'Scratch']
655;;Delphox;75;69;72;114;100;104;['Blaze', 'Magician'];1;0.5;2;1;0.5;0.5;0.5;1;2;1;0.5;1;2;2;1;2;0.5;0.5;Fox Pokemon;fire;psychic;1.5;39;88.1;0;6;55;['Fire Spin', 'Shadow Ball', 'Flame Charge', 'Mystical Fire', 'Ember', 'Psybeam', 'Psychic', 'Fire Blast', 'Future Sight', 'Psyshock', 'Flamethrower', 'Scratch']
656;;Froakie;41;56;40;62;44;71;['Torrent', 'Protean'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Bubble Frog Pokemon;water;;0.3;7;88.1;0;6;205;['Hydro Pump', 'Bubble', 'Bounce', 'Smack Down', 'Round', 'Lick', 'Water Pulse', 'Fling', 'Quick Attack', 'Pound']
657;;Frogadier;54;63;52;83;56;97;['Torrent', 'Protean'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Bubble Frog Pokemon;water;;0.6;10.9;88.1;0;6;165;['Hydro Pump', 'Bubble', 'Bounce', 'Smack Down', 'Round', 'Lick', 'Water Pulse', 'Fling', 'Quick Attack', 'Pound']
658;;Greninja;72;145;67;153;71;132;['Torrent', 'Protean', 'Battle Bond'];1;0.5;0.5;2;2;0.5;2;1;1;1;0;2;1;0.5;1;0.5;0.5;2;Ninja Pokemon;water;dark;1.5;40;88.1;0;6;35;['Hydro Pump', 'Extrasensory', 'Feint Attack', 'Night Slash', 'Water Shuriken', 'Bubble', 'Smack Down', 'Bounce', 'Shadow Sneak', 'Round', 'Lick', 'Water Pulse', 'Fling', 'Quick Attack', 'Pound']
659;;Bunnelby;38;36;38;32;36;57;['Pickup', 'Cheek Pouch', 'Huge Power'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Digging Pokemon;normal;;0.4;5;50;0;6;250;['Double Kick', 'Quick Attack', 'Bounce', 'Double Slap', 'Earthquake', 'Mud-Slap', 'Dig', 'Tackle', 'Super Fang', 'Facade', 'Mud Shot', 'Take Down', 'Flail']
660;;Diggersby;85;56;77;50;77;78;['Pickup', 'Cheek Pouch', 'Huge Power'];1;1;2;0;2;2;2;0.5;1;1;1;1;0.5;0;1;1;1;1;Digging Pokemon;normal;ground;1;42.4;50;0;6;150;['Double Kick', 'Take Down', 'Bounce', 'Double Slap', 'Earthquake', 'Mud-Slap', 'Dig', 'Tackle', 'Super Fang', 'Facade', 'Mud Shot', 'Bulldoze', 'Quick Attack', 'Flail', 'Hammer Arm']
661;;Fletchling;45;50;43;40;38;62;['Big Pecks', 'Gale Wings'];1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1;Tiny Robin Pokemon;normal;flying;0.3;1.7;50;0;6;235;['Steel Wing', 'Flame Charge', 'Tackle', 'Peck', 'Natural Gift', 'Acrobatics', 'Quick Attack', 'Flail', 'Razor Wind']
662;;Fletchinder;62;73;55;56;52;84;['Flame Body', 'Gale Wings'];1;0.5;2;2;0.25;1;0.5;1;0;1;1;0.25;4;1;1;1;0.5;0.5;Ember Pokemon;fire;flying;0.7;16;50;0;6;175;['Steel Wing', 'Flame Charge', 'Tackle', 'Peck', 'Ember', 'Natural Gift', 'Acrobatics', 'Quick Attack', 'Flail', 'Razor Wind']
663;;Talonflame;78;81;71;74;69;126;['Flame Body', 'Gale Wings'];1;0.5;2;2;0.25;1;0.5;1;0;1;1;0.25;4;1;1;1;0.5;0.5;Scorching Pokemon;fire;flying;1.2;24.5;50;0;6;90;['Steel Wing', 'Flame Charge', 'Brave Bird', 'Tackle', 'Flare Blitz', 'Peck', 'Ember', 'Natural Gift', 'Acrobatics', 'Quick Attack', 'Flail', 'Razor Wind']
664;;Scatterbug;38;35;40;27;25;35;['Shield Dust', 'Compoundeyes', 'Friend Guard'];1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1;Scatterdust Pokemon;bug;;0.3;2.5;50;0;6;255;['Bug Bite', 'Tackle']
665;;Spewpa;45;22;60;27;30;29;['Shed Skin', 'Friend Guard'];1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1;Scatterdust Pokemon;bug;;0.3;8.4;50;0;6;250;['Bug Bite', 'Tackle']
666;;Vivillon;80;52;50;90;50;89;['Shield Dust', 'Compoundeyes', 'Friend Guard'];1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1;Scale Pokemon;bug;flying;1.2;17;50;0;6;160;['Struggle Bug', 'Draining Kiss', 'Hurricane', 'Tackle', 'Gust', 'Psybeam', 'Bug Bite', 'Bug Buzz']
667;;Litleo;62;50;58;73;54;72;['Rivalry', 'Unnerve', 'Moxie'];1;0.5;2;1;0.5;0.5;2;1;2;1;1;0.5;2;0;1;1;0.5;0.5;Lion Cub Pokemon;fire;normal;0.6;13.5;11.2;0;6;180;['Endeavor', 'Incinerate', 'Crunch', 'Echoed Voice', 'Tackle', 'Headbutt', 'Ember', 'Overheat', 'Fire Fang', 'Take Down', 'Flamethrower', 'Hyper Voice']
668;;Pyroar;86;68;72;109;66;106;['Rivalry', 'Unnerve', 'Moxie'];1;0.5;2;1;0.5;0.5;2;1;2;1;1;0.5;2;0;1;1;0.5;0.5;Royal Pokemon;fire;normal;1.5;81.5;11.2;0;6;80;['Endeavor', 'Incinerate', 'Crunch', 'Echoed Voice', 'Tackle', 'Headbutt', 'Ember', 'Overheat', 'Fire Fang', 'Take Down', 'Flamethrower', 'Hyper Voice', 'Hyper Beam']
669;;Flabebe;44;38;39;61;79;42;['Flower Veil', 'Symbiosis'];1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1;Single Bloom Pokemon;fairy;;0.1;0.1;0;0;6;220;['Fairy Wind', 'Magical Leaf', 'Petal Blizzard', 'Petal Dance', 'Solar Beam', 'Tackle', 'Razor Leaf', 'Vine Whip', 'Moonblast']
670;;Floette;74;65;67;125;128;92;['Flower Veil', 'Symbiosis'];1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1;Fairy Pokemon;fairy;;0.2;0.9;0;0;6;50;['Fairy Wind', 'Magical Leaf', 'Petal Blizzard', 'Petal Dance', 'Solar Beam', 'Tackle', 'Razor Leaf', 'Vine Whip', 'Moonblast']
671;;Florges;78;65;68;112;154;75;['Flower Veil', 'Symbiosis'];1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1;Garden Pokemon;fairy;;1.1;10;0;0;6;50;['Magical Leaf', 'Fairy Wind', 'Disarming Voice', 'Petal Dance', 'Solar Beam', 'Tackle', 'Vine Whip', 'Petal Blizzard', 'Grass Knot', 'Razor Leaf', 'Moonblast']
672;;Skiddo;66;65;48;62;57;52;['Sap Sipper', 'Grass Pelt'];1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1;Mount Pokemon;grass;;0.9;31;50;0;6;185;['Take Down', 'Seed Bomb', 'Double-Edge', 'Tackle', 'Bulldoze', 'Razor Leaf', 'Vine Whip', 'Horn Leech', 'Leaf Blade']
673;;Gogoat;123;100;62;97;81;68;['Sap Sipper', 'Grass Pelt'];1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1;Mount Pokemon;grass;;1.7;91;50;0;6;55;['Take Down', 'Seed Bomb', 'Aerial Ace', 'Double-Edge', 'Earthquake', 'Tackle', 'Razor Leaf', 'Vine Whip', 'Bulldoze', 'Horn Leech', 'Leaf Blade']
674;;Pancham;67;82;62;46;48;43;['Iron Fist', 'Mold Breaker', 'Scrappy'];1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2;Playful Pokemon;fighting;;0.6;8;50;0;6;185;['Vital Throw', 'Arm Thrust', 'Circle Throw', 'Karate Chop', 'Comet Punch', 'Body Slam', 'Slash', 'Tackle', 'Crunch', 'Sky Uppercut']
675;;Pangoro;95;124;78;69;71;58;['Iron Fist', 'Mold Breaker', 'Scrappy'];1;1;1;1;1;1;2;1;1;2;0;1;0.5;0.5;1;0.25;1;4;Daunting Pokemon;fighting;dark;2.1;136;50;0;6;95;['Bullet Punch', 'Vital Throw', 'Arm Thrust', 'Circle Throw', 'Karate Chop', 'Low Sweep', 'Comet Punch', 'Tackle', 'Slash', 'Body Slam', 'Crunch', 'Hammer Arm', 'Sky Uppercut']
676;;Furfrou;75;80;60;65;90;102;['Fur Coat'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Poodle Pokemon;normal;;1.2;28;50;0;6;125;['Retaliate', 'Bite', 'Tackle', 'Sucker Punch', 'Headbutt', 'Take Down']
677;;Espurr;62;48;54;63;60;68;['Keen Eye', 'Infiltrator', 'Own Tempo'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Restraint Pokemon;psychic;;0.3;3.5;50;0;6;185;['Covet', 'Disarming Voice', 'Psybeam', 'Confusion', 'Fake Out', 'Psyshock', 'Scratch']
678;male;Meowstic;74;48;76;83;81;104;['Keen Eye', 'Infiltrator', 'Prankster'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Constraint Pokemon;psychic;;0.6;8.5;50;0;6;125;['Covet', 'Disarming Voice', 'Sucker Punch', 'Psychic', 'Psybeam', 'Confusion', 'Fake Out', 'Psyshock', 'Scratch']
678;female;Meowstic;74;48;76;83;81;104;['Keen Eye', 'Infiltrator', 'Competitive'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Constraint Pokemon;psychic;;0.6;8.5;50;0;6;125;['Magical Leaf', 'Covet', 'Extrasensory', 'Disarming Voice', 'Signal Beam', 'Stored Power', 'Shadow Ball', 'Sucker Punch', 'Charge Beam', 'Psychic', 'Psybeam', 'Confusion', 'Future Sight', 'Fake Out', 'Psyshock', 'Scratch']
679;;Honedge;45;80;100;35;37;28;['No Guard'];0;2;1;1;0.5;0.5;0;0;2;0.5;0.5;0.25;0.5;2;0.5;2;0.5;0.5;Sword Pokemon;steel;ghost;0.8;2;50;0;6;200;['Retaliate', 'Sacred Sword', 'Night Slash', 'Iron Head', 'Pursuit', 'Aerial Ace', 'Shadow Sneak', 'Tackle', 'Fury Cutter', 'Slash']
680;;Doublade;59;110;150;45;49;35;['No Guard'];0;2;1;1;0.5;0.5;0;0;2;0.5;0.5;0.25;0.5;2;0.5;2;0.5;0.5;Sword Pokemon;steel;ghost;0.8;4.5;50;0;6;140;['Retaliate', 'Sacred Sword', 'Night Slash', 'Iron Head', 'Pursuit', 'Aerial Ace', 'Shadow Sneak', 'Tackle', 'Fury Cutter', 'Slash']
681;blade;Aegislash;60;150;50;150;50;60;['Stance Change'];0;2;1;1;0.5;0.5;0;0;2;0.5;0.5;0.25;0.5;2;0.5;2;0.5;0.5;Royal Sword Pokemon;steel;ghost;1.7;53;50;0;6;65;['Retaliate', 'Head Smash', 'Night Slash', 'Iron Head', 'Sacred Sword', 'Pursuit', 'Aerial Ace', 'Shadow Sneak', 'Slash', 'Fury Cutter', 'Tackle']
681;shield;Aegislash;60;50;150;50;150;60;['Stance Change'];0;2;1;1;0.5;0.5;0;0;2;0.5;0.5;0.25;0.5;2;0.5;2;0.5;0.5;Royal Sword Pokemon;steel;ghost;1.7;53;50;0;6;65;['Retaliate', 'Head Smash', 'Night Slash', 'Iron Head', 'Sacred Sword', 'Pursuit', 'Aerial Ace', 'Shadow Sneak', 'Slash', 'Fury Cutter', 'Tackle']
682;;Spritzee;78;52;60;63;65;23;['Healer', 'Aroma Veil'];1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1;Perfume Pokemon;fairy;;0.2;0.5;50;0;6;190;['Fairy Wind', 'Draining Kiss', 'Disarming Voice', 'Moonblast', 'Echoed Voice', 'Psychic', 'Flail']
683;;Aromatisse;101;72;72;99;89;29;['Healer', 'Aroma Veil'];1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1;Fragrance Pokemon;fairy;;0.8;15.5;50;0;6;130;['Fairy Wind', 'Draining Kiss', 'Disarming Voice', 'Moonblast', 'Echoed Voice', 'Psychic', 'Flail']
684;;Swirlix;62;48;66;59;57;49;['Sweet Veil', 'Unburden'];1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1;Cotton Candy Pokemon;fairy;;0.4;3.5;50;0;6;190;['Fairy Wind', 'Draining Kiss', 'Energy Ball', 'Endeavor', 'Tackle', 'Play Rough', 'Round']
685;;Slurpuff;82;80;86;85;75;72;['Sweet Veil', 'Unburden'];1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1;Meringue Pokemon;fairy;;0.8;5;50;0;6;115;['Fairy Wind', 'Draining Kiss', 'Energy Ball', 'Endeavor', 'Tackle', 'Play Rough', 'Round']
686;;Inkay;53;54;53;37;46;45;['Contrary', 'Suction Cups', 'Infiltrator'];1;1;1;1;1;1;1;1;1;1;0;4;1;1;1;1;1;2;Revolving Pokemon;dark;psychic;0.4;3.5;50;0;6;230;['Payback', 'Night Slash', 'Constrict', 'Superpower', 'Psywave', 'Foul Play', 'Tackle', 'Slash', 'Peck', 'Psybeam', 'Psycho Cut', 'Pluck']
687;;Malamar;86;92;88;68;75;73;['Contrary', 'Suction Cups', 'Infiltrator'];1;1;1;1;1;1;1;1;1;1;0;4;1;1;1;1;1;2;Overturning Pokemon;dark;psychic;1.5;47;50;0;6;110;['Payback', 'Night Slash', 'Constrict', 'Superpower', 'Psywave', 'Foul Play', 'Tackle', 'Slash', 'Peck', 'Reversal', 'Psybeam', 'Psycho Cut', 'Pluck']
688;;Binacle;42;52;67;39;56;50;['Tough Claws', 'Sniper', 'Pickpocket'];0.5;0.25;1;2;4;0.5;2;0.5;2;0.5;1;1;1;1;1;1;1;1;Two-Handed Pokemon;rock;water;0.5;31;50;0;6;215;['Night Slash', 'Fury Swipes', 'Clamp', 'Ancient Power', 'Mud-Slap', 'Slash', 'Fury Cutter', 'Cross Chop', 'Razor Shell', 'Water Gun', 'Scratch']
689;;Barbaracle;72;105;115;54;86;68;['Tough Claws', 'Sniper', 'Pickpocket'];0.5;0.25;1;2;4;0.5;2;0.5;2;0.5;1;1;1;1;1;1;1;1;Collective Pokemon;rock;water;1.3;96;50;0;6;80;['Skull Bash', 'Night Slash', 'Fury Swipes', 'Clamp', 'Ancient Power', 'Mud-Slap', 'Slash', 'Fury Cutter', 'Cross Chop', 'Razor Shell', 'Water Gun', 'Stone Edge', 'Scratch']
690;;Skrelp;50;60;60;60;60;30;['Poison Point', 'Poison Touch', 'Adaptability'];1;0.5;0.5;2;1;0.5;0.5;0.5;2;1;2;0.5;1;1;1;1;0.5;0.5;Mock Kelp Pokemon;poison;water;0.5;7.3;50;0;6;205;['Hydro Pump', 'Aqua Tail', 'Feint Attack', 'Bubble', 'Tackle', 'Water Pulse', 'Acid', 'Water Gun', 'Poison Tail', 'Dragon Pulse', 'Sludge Bomb']
691;;Dragalge;65;75;90;97;123;44;['Poison Point', 'Poison Touch', 'Adaptability'];1;0.5;0.5;0.5;0.25;2;0.5;0.5;2;1;2;0.5;1;1;2;1;1;1;Mock Kelp Pokemon;poison;dragon;1.8;81.5;50;0;6;95;['Hydro Pump', 'Aqua Tail', 'Feint Attack', 'Twister', 'Bubble', 'Dragon Tail', 'Tackle', 'Water Pulse', 'Acid', 'Water Gun', 'Poison Tail', 'Dragon Pulse', 'Sludge Bomb']
692;;Clauncher;50;53;62;58;63;44;['Mega Launcher'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Water Gun Pokemon;water;;0.5;8.3;50;0;6;195;['Muddy Water', 'Bubble', 'Vice Grip', 'Smack Down', 'Crabhammer', 'Water Pulse', 'Water Gun', 'Bubble Beam', 'Flail', 'Aqua Jet']
693;;Clawitzer;71;73;88;120;89;59;['Mega Launcher'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Howitzer Pokemon;water;;1.3;35.3;50;0;6;85;['Muddy Water', 'Dark Pulse', 'Vice Grip', 'Bubble', 'Smack Down', 'Crabhammer', 'Bubble Beam', 'Water Pulse', 'Aura Sphere', 'Water Gun', 'Dragon Pulse', 'Flail', 'Aqua Jet']
694;;Helioptile;44;38;33;61;43;70;['Dry Skin', 'Sand Veil', 'Solar Power'];1;1;1;0.5;1;1;2;1;2;0.5;1;1;1;0;1;1;0.5;1;Generator Pokemon;electric;normal;0.5;6;50;0;6;230;['Parabolic Charge', 'Volt Switch', 'Thunder Shock', 'Mud-Slap', 'Thunderbolt', 'Bulldoze', 'Quick Attack', 'Razor Wind', 'Pound']
695;;Heliolisk;62;55;52;109;94;109;['Dry Skin', 'Sand Veil', 'Solar Power'];1;1;1;0.5;1;1;2;1;2;0.5;1;1;1;0;1;1;0.5;1;Generator Pokemon;electric;normal;1;21;50;0;6;110;['Mud-slap', 'Parabolic Charge', 'Thunder', 'Volt Switch', 'Thunder Shock', 'Thunderbolt', 'Bulldoze', 'Quick Attack', 'Razor Wind', 'Pound']
696;;Tyrunt;58;89;77;45;45;48;['Strong Jaw', 'Sturdy'];0.5;0.25;1;0.5;1;2;2;0.5;2;0.5;1;1;1;1;2;1;2;2;Royal Heir Pokemon;rock;dragon;0.8;26;88.1;0;6;180;['Dragon Claw', 'Ancient Power', 'Thrash', 'Horn Drill', 'Crunch', 'Bite', 'Dragon Tail', 'Tackle', 'Bide', 'Earthquake', 'Stomp']
697;;Tyrantrum;82;121;119;69;59;71;['Strong Jaw', 'Rock Head'];0.5;0.25;1;0.5;1;2;2;0.5;2;0.5;1;1;1;1;2;1;2;2;Despot Pokemon;rock;dragon;2.5;270;88.1;0;6;65;['Head Smash', 'Dragon Claw', 'Ancient Power', 'Rock Slide', 'Thrash', 'Crunch', 'Bite', 'Dragon Tail', 'Tackle', 'Bide', 'Earthquake', 'Horn Drill', 'Giga Impact', 'Stomp']
698;;Amaura;77;59;50;67;63;46;['Refrigerate', 'Snow Warning'];0.5;1;2;1;2;0.5;4;0.5;2;0.5;1;1;2;1;1;1;4;1;Tundra Pokemon;rock;ice;1.3;25.2;88.1;0;6;180;['Icy Wind', 'Avalanche', 'Ancient Power', 'Aurora Beam', 'Blizzard', 'Round', 'Powder Snow', 'Take Down', 'Ice Beam', 'Rock Throw', 'Hyper Beam']
699;;Aurorus;123;77;72;99;92;58;['Refrigerate', 'Snow Warning'];0.5;1;2;1;2;0.5;4;0.5;2;0.5;1;1;2;1;1;1;4;1;Tundra Pokemon;rock;ice;2.7;225;88.1;0;6;65;['Icy Wind', 'Avalanche', 'Ancient Power', 'Aurora Beam', 'Blizzard', 'Round', 'Powder Snow', 'Freeze-Dry', 'Take Down', 'Ice Beam', 'Rock Throw', 'Hyper Beam']
700;;Sylveon;95;65;65;110;130;60;['Cute Charm', 'Pixilate'];1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1;Intertwining Pokemon;fairy;;1;23.5;88.1;0;6;60;['Fairy Wind', 'Covet', 'Draining Kiss', 'Disarming Voice', 'Trump Card', 'Take Down', 'Bite', 'Last Resort', 'Tackle', 'Swift', 'Quick Attack', 'Moonblast', 'Double-edge']
701;;Hawlucha;78;92;75;74;63;118;['Limber', 'Unburden', 'Mold Breaker'];1;1;1;2;0.5;2;0.5;1;0;2;2;0.25;1;1;1;0.5;1;2;Wrestling Pokemon;fighting;flying;0.8;21.5;50;0;6;90;['Sky Drop', 'Wing Attack', 'Bounce', 'Aerial Ace', 'Endeavor', 'Karate Chop', 'Tackle', 'High Jump Kick', 'Sky Attack', 'Flying Press', 'Fling']
702;;Dedenne;67;58;57;81;67;101;['Cheek Pouch', 'Pickup', 'Plus'];1;1;1;0.5;1;1;0.5;2;2;0.5;1;0.5;1;1;0;0.5;1;1;Antenna Pokemon;electric;fairy;0.2;2.2;50;0;6;145;['Parabolic Charge', 'Snore', 'Thunder', 'Volt Switch', 'Thunder Shock', 'Discharge', 'Tackle', 'Charge Beam', 'Nuzzle', 'Play Rough']
703;;Carbink;50;50;150;50;150;50;['Clear Body', 'Sturdy'];0.5;0.5;2;1;2;1;1;1;2;0.5;1;0.5;1;1;0;0.5;4;1;Jewel Pokemon;rock;fairy;0.3;5.7;;0;6;85;['Moonblast', 'Power Gem', 'Smack Down', 'Ancient Power', 'Tackle', 'Stone Edge', 'Rock Throw', 'Flail']
704;;Goomy;45;50;35;55;75;40;['Sap Sipper', 'Hydration', 'Gooey'];1;0.5;0.5;0.5;0.5;2;1;1;1;1;1;1;1;1;2;1;1;2;Soft Tissue Pokemon;dragon;;0.3;2.8;50;0;6;220;['Absorb', 'Dragon Pulse', 'Muddy Water', 'Bubble', 'Body Slam', 'Tackle', 'Bide', 'Dragon Breath', 'Flail']
